Approach, Number of Writers, Buffer Size, Numbers to write, Time elapsed
Cell-Lockable,8 ,524288    ,67108864  ,5.505869025
Cell-Lockable,8 ,524288    ,67108864  ,5.860744553
Cell-Lockable,8 ,524288    ,67108864  ,5.727867104
Cell-Lockable,8 ,524288    ,134217728 ,11.873935669
Cell-Lockable,8 ,524288    ,134217728 ,12.021693458
Cell-Lockable,8 ,524288    ,134217728 ,12.077136367
Cell-Lockable,8 ,524288    ,134217728 ,12.038175594
Cell-Lockable,8 ,524288    ,134217728 ,12.043472146
Cell-Lockable,8 ,4194304   ,262144    ,0.021670607
Cell-Lockable,8 ,4194304   ,262144    ,0.023277741
Cell-Lockable,8 ,4194304   ,262144    ,0.045069495
Cell-Lockable,8 ,4194304   ,262144    ,0.025672043
Cell-Lockable,8 ,4194304   ,262144    ,0.022719882
Cell-Lockable,8 ,4194304   ,524288    ,0.045837246
Cell-Lockable,8 ,4194304   ,524288    ,0.042326976
Cell-Lockable,8 ,4194304   ,524288    ,0.045907527
Cell-Lockable,8 ,4194304   ,524288    ,0.102735342
Cell-Lockable,8 ,4194304   ,524288    ,0.044352671
Cell-Lockable,8 ,4194304   ,1048576   ,0.084669644
Cell-Lockable,8 ,4194304   ,1048576   ,0.082678915
Cell-Lockable,8 ,4194304   ,1048576   ,0.081939096
Cell-Lockable,8 ,4194304   ,1048576   ,0.077473735
Cell-Lockable,8 ,4194304   ,1048576   ,0.080154841
Cell-Lockable,8 ,4194304   ,2097152   ,0.165747097
Cell-Lockable,8 ,4194304   ,2097152   ,0.158313156
Cell-Lockable,8 ,4194304   ,2097152   ,0.162466507
Cell-Lockable,8 ,4194304   ,2097152   ,0.161289042
Cell-Lockable,8 ,4194304   ,2097152   ,0.158956156
Cell-Lockable,8 ,4194304   ,4194304   ,1.290093663
Cell-Lockable,8 ,4194304   ,4194304   ,0.474273463
Cell-Lockable,8 ,4194304   ,4194304   ,0.307990167
Cell-Lockable,8 ,4194304   ,4194304   ,0.666301726
Cell-Lockable,8 ,4194304   ,4194304   ,0.286021544
Cell-Lockable,8 ,4194304   ,8388608   ,0.577246592
Cell-Lockable,8 ,4194304   ,8388608   ,0.919280947
Cell-Lockable,8 ,4194304   ,8388608   ,0.931182584
Cell-Lockable,8 ,4194304   ,8388608   ,0.592512584
Cell-Lockable,8 ,4194304   ,8388608   ,0.604113929
Cell-Lockable,8 ,4194304   ,16777216  ,1.933903785
Cell-Lockable,8 ,4194304   ,16777216  ,1.098784724
Cell-Lockable,8 ,4194304   ,16777216  ,0.795544973
Cell-Lockable,8 ,4194304   ,16777216  ,0.798339074
Cell-Lockable,8 ,4194304   ,33554432  ,2.909767298
Cell-Lockable,8 ,4194304   ,33554432  ,1.225281105
Cell-Lockable,8 ,4194304   ,33554432  ,3.609507252
Cell-Lockable,8 ,4194304   ,33554432  ,2.937151200
Cell-Lockable,8 ,4194304   ,33554432  ,1.216025018
Cell-Lockable,8 ,4194304   ,67108864  ,4.327189089
Cell-Lockable,8 ,4194304   ,67108864  ,5.760091404
Cell-Lockable,8 ,4194304   ,67108864  ,4.071426552
Cell-Lockable,8 ,4194304   ,67108864  ,6.185999913
Cell-Lockable,8 ,4194304   ,67108864  ,4.300173727
Cell-Lockable,8 ,4194304   ,134217728 ,11.693337686
Cell-Lockable,8 ,4194304   ,134217728 ,10.247256874
Cell-Lockable,8 ,4194304   ,134217728 ,10.435184141
Cell-Lockable,8 ,4194304   ,134217728 ,12.230946830
Cell-Lockable,8 ,4194304   ,134217728 ,10.526168598
Cell-Lockable,8 ,16777216  ,262144    ,0.022816260
Cell-Lockable,8 ,16777216  ,262144    ,0.026624659
Cell-Lockable,8 ,16777216  ,262144    ,0.022986649
Cell-Lockable,8 ,16777216  ,262144    ,0.022809157
Cell-Lockable,8 ,16777216  ,262144    ,0.030033079
Cell-Lockable,8 ,16777216  ,524288    ,0.044244262
Cell-Lockable,8 ,16777216  ,524288    ,0.041534840
Cell-Lockable,8 ,16777216  ,524288    ,0.041156472
Cell-Lockable,8 ,16777216  ,524288    ,0.039671783
Cell-Lockable,8 ,16777216  ,524288    ,0.040185354
Cell-Lockable,8 ,16777216  ,1048576   ,0.080829397
Cell-Lockable,8 ,16777216  ,1048576   ,0.078834422
Cell-Lockable,8 ,16777216  ,1048576   ,0.085536308
Cell-Lockable,8 ,16777216  ,1048576   ,0.087159847
Cell-Lockable,8 ,16777216  ,2097152   ,0.157763663
Cell-Lockable,8 ,16777216  ,2097152   ,0.152224083
Cell-Lockable,8 ,16777216  ,2097152   ,0.162416252
Cell-Lockable,8 ,16777216  ,2097152   ,0.174110854
Cell-Lockable,8 ,16777216  ,2097152   ,0.156805940
Cell-Lockable,8 ,16777216  ,4194304   ,0.307225425
Cell-Lockable,8 ,16777216  ,4194304   ,0.296650880
Cell-Lockable,8 ,16777216  ,4194304   ,0.946976197
Cell-Lockable,8 ,16777216  ,4194304   ,0.312627658
Cell-Lockable,8 ,16777216  ,4194304   ,0.293481868
Cell-Lockable,8 ,16777216  ,8388608   ,2.086609993
Cell-Lockable,8 ,16777216  ,8388608   ,0.608957170
Cell-Lockable,8 ,16777216  ,8388608   ,0.611861006
Cell-Lockable,8 ,16777216  ,8388608   ,0.604717915
Cell-Lockable,8 ,16777216  ,8388608   ,0.614101321
Cell-Lockable,8 ,16777216  ,16777216  ,1.234218576
Cell-Lockable,8 ,16777216  ,16777216  ,1.582304484
Cell-Lockable,8 ,16777216  ,16777216  ,1.225107934
Cell-Lockable,8 ,16777216  ,16777216  ,1.229197601
Cell-Lockable,8 ,16777216  ,16777216  ,1.193097845
Cell-Lockable,8 ,16777216  ,33554432  ,2.823811854
Cell-Lockable,8 ,16777216  ,33554432  ,3.160727952
Cell-Lockable,8 ,16777216  ,33554432  ,2.466834672
Cell-Lockable,8 ,16777216  ,33554432  ,2.416312301
Cell-Lockable,8 ,16777216  ,33554432  ,2.337242511
Cell-Lockable,8 ,16777216  ,67108864  ,3.522426141
Cell-Lockable,8 ,16777216  ,67108864  ,3.210072636
Cell-Lockable,8 ,16777216  ,67108864  ,4.571031237
Cell-Lockable,8 ,16777216  ,67108864  ,3.162702306
Cell-Lockable,8 ,16777216  ,134217728 ,5.107454982
Cell-Lockable,8 ,16777216  ,134217728 ,7.148749537
Cell-Lockable,8 ,16777216  ,134217728 ,10.721349665
Cell-Lockable,8 ,16777216  ,134217728 ,4.790407451
Cell-Lockable,8 ,16777216  ,134217728 ,9.038752713
